Price,Close,High,Low,Open,Volume
Ticker,^KS11,^KS11,^KS11,^KS11,^KS11
2007-11-06,2054.239990234375,2055.530029296875,2020.239990234375,2023.4100341796875,312200.0
2007-11-07,2043.18994140625,2085.030029296875,2043.18994140625,2074.179931640625,339600.0
2007-11-08,1979.56005859375,2022.6099853515625,1971.949951171875,2009.6400146484375,330600.0
2007-11-09,1990.469970703125,2017.3699951171875,1968.8599853515625,2001.1099853515625,366600.0
2007-11-12,1923.4200439453125,1957.780029296875,1901.8699951171875,1957.780029296875,312700.0
2007-11-13,1932.8900146484375,1935.9300537109375,1887.760009765625,1928.780029296875,394900.0
2007-11-14,1972.5799560546875,1984.8399658203125,1956.9000244140625,1982.9300537109375,362100.0
2007-11-15,1947.739990234375,1985.3800048828125,1932.030029296875,1970.1300048828125,367700.0
2007-11-16,1926.199951171875,1928.9300537109375,1890.25,1916.8800048828125,304300.0
2007-11-19,1893.469970703125,1936.5,1892.8699951171875,1936.3800048828125,292300.0
2007-11-20,1872.239990234375,1875.4599609375,1819.1800537109375,1853.4100341796875,331800.0
2007-11-21,1806.989990234375,1875.97998046875,1803.77001953125,1865.9100341796875,307500.0
2007-11-22,1799.02001953125,1815.3299560546875,1771.3900146484375,1790.25,306200.0
2007-11-23,1772.8800048828125,1820.6099853515625,1745.260009765625,1806.02001953125,326700.0
2007-11-26,1855.3299560546875,1855.3299560546875,1795.0,1803.760009765625,290900.0
2007-11-27,1859.7900390625,1865.68994140625,1787.949951171875,1813.0899658203125,338300.0
2007-11-28,1834.68994140625,1883.989990234375,1833.800048828125,1881.8599853515625,324800.0
2007-11-29,1877.56005859375,1891.449951171875,1871.5899658203125,1885.3199462890625,347700.0
2007-11-30,1906.0,1918.1199951171875,1884.9200439453125,1886.5799560546875,339300.0
2007-12-03,1902.4300537109375,1912.7099609375,1888.0799560546875,1907.949951171875,291600.0
2007-12-04,1917.8299560546875,1921.8299560546875,1901.510009765625,1904.3299560546875,288600.0
2007-12-05,1938.199951171875,1945.030029296875,1905.6500244140625,1911.9200439453125,310300.0
2007-12-06,1953.1700439453125,1972.3699951171875,1946.1300048828125,1965.8900146484375,339200.0
2007-12-07,1934.3199462890625,1969.56005859375,1934.3199462890625,1969.489990234375,361200.0
2007-12-10,1906.4200439453125,1935.8599853515625,1900.949951171875,1930.3599853515625,284800.0
2007-12-11,1925.0699462890625,1929.7099609375,1904.2099609375,1922.6600341796875,264500.0
2007-12-12,1927.449951171875,1928.77001953125,1887.22998046875,1887.5,314500.0
2007-12-13,1915.9000244140625,1937.5,1897.25,1921.6500244140625,328600.0
2007-12-14,1895.050048828125,1921.530029296875,1877.27001953125,1914.469970703125,301500.0
2007-12-17,1839.8199462890625,1886.3900146484375,1839.5799560546875,1873.1500244140625,282500.0
2007-12-18,1861.469970703125,1869.7099609375,1808.8599853515625,1821.300048828125,277000.0
2007-12-19,1861.469970703125,1869.7099609375,1808.8599853515625,1821.300048828125,277000.0
2007-12-20,1844.3699951171875,1882.6099853515625,1843.72998046875,1878.5899658203125,401800.0
2007-12-21,1878.3199462890625,1878.3199462890625,1832.3399658203125,1855.06005859375,362600.0
2007-12-24,1919.469970703125,1921.3900146484375,1894.7900390625,1899.199951171875,317100.0
2007-12-25,1919.469970703125,1921.3900146484375,1894.7900390625,1899.199951171875,317100.0
2007-12-26,1906.719970703125,1926.0899658203125,1901.9100341796875,1924.9100341796875,261000.0
2007-12-27,1908.6199951171875,1915.18994140625,1891.2900390625,1901.9300537109375,235900.0
2007-12-28,1897.1300048828125,1911.6700439453125,1890.81005859375,1892.56005859375,229400.0
2007-12-31,1897.1300048828125,1911.6700439453125,1890.81005859375,1892.56005859375,229400.0
2008-01-01,1897.1300048828125,1911.6700439453125,1890.81005859375,1892.56005859375,229400.0
2008-01-02,1853.449951171875,1892.5,1852.780029296875,1891.449951171875,247100.0
2008-01-03,1852.72998046875,1858.0799560546875,1821.6099853515625,1834.43994140625,253700.0
2008-01-04,1863.9000244140625,1869.760009765625,1824.4100341796875,1853.5400390625,299100.0
2008-01-07,1831.1400146484375,1840.989990234375,1814.3499755859375,1815.72998046875,268100.0
2008-01-08,1826.22998046875,1840.6199951171875,1818.68994140625,1838.6400146484375,296600.0
2008-01-09,1844.469970703125,1844.469970703125,1794.1500244140625,1802.06005859375,277700.0
2008-01-10,1824.780029296875,1855.0699462890625,1824.780029296875,1847.93994140625,315500.0
2008-01-11,1782.27001953125,1847.1099853515625,1776.260009765625,1844.5699462890625,280800.0
2008-01-14,1765.8800048828125,1790.68994140625,1754.1300048828125,1781.0,249300.0
2008-01-15,1746.949951171875,1781.530029296875,1723.1400146484375,1781.530029296875,295500.0
2008-01-16,1704.969970703125,1735.510009765625,1701.3199462890625,1715.969970703125,295600.0
2008-01-17,1723.550048828125,1732.6400146484375,1687.0999755859375,1726.030029296875,296000.0
2008-01-18,1734.719970703125,1737.4200439453125,1684.3900146484375,1689.280029296875,287700.0
2008-01-21,1683.56005859375,1724.3900146484375,1673.4200439453125,1723.949951171875,286100.0
2008-01-22,1609.02001953125,1636.06005859375,1578.3699951171875,1628.9200439453125,316900.0
2008-01-23,1628.4200439453125,1659.280029296875,1604.5400390625,1652.6199951171875,272100.0
2008-01-24,1663.0,1675.68994140625,1649.0,1663.3599853515625,270600.0
2008-01-25,1692.4100341796875,1692.6600341796875,1674.2099609375,1682.9300537109375,272600.0
2008-01-28,1627.18994140625,1674.469970703125,1620.9000244140625,1668.0699462890625,259300.0
2008-01-29,1637.9100341796875,1662.9000244140625,1622.52001953125,1657.9000244140625,275300.0
2008-01-30,1589.06005859375,1653.199951171875,1578.2900390625,1653.0,380500.0
2008-01-31,1624.6800537109375,1630.1199951171875,1570.8699951171875,1582.18994140625,334100.0
2008-02-01,1634.530029296875,1648.969970703125,1619.6500244140625,1645.050048828125,308100.0
2008-02-04,1690.1300048828125,1696.56005859375,1655.780029296875,1655.780029296875,333100.0
2008-02-05,1696.5699462890625,1697.989990234375,1680.3900146484375,1686.199951171875,253900.0
2008-02-06,1696.5699462890625,1697.989990234375,1680.3900146484375,1686.199951171875,253900.0
2008-02-07,1696.5699462890625,1697.989990234375,1680.3900146484375,1686.199951171875,253900.0
2008-02-08,1696.5699462890625,1697.989990234375,1680.3900146484375,1686.199951171875,253900.0
